"StartTime","Dur","Proto","SrcAddr","Sport","Dir","DstAddr","Dport","State","sTos","dTos","TotPkts","TotBytes","SrcBytes","Label"
"2011/08/15 16:45:54.765985",65.424576,"udp","217.114.239.99","53515","<->","147.32.84.229","13363","CON",0,0,6,3195,120,"flow=Background-UDP-Established"
"2011/08/15 17:01:34.332243",0.000286,"udp","147.32.84.138","52261","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:52:45.805340",0.104771,"tcp","147.32.84.59","65121","->","94.198.59.134","80","FSPA_FSPA",0,0,11,3458,1820,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:55:13.668576",18.448374,"tcp","147.32.84.59","25389","->","216.239.113.95","80","FSA_FSA",0,0,6,366,246,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:03:04.097281",0.061349,"udp","147.32.84.229","13363","<->","85.225.97.180","36730","CON",0,0,4,2988,60,"flow=Background-UDP-Established"
"2011/08/15 17:02:53.741100",0.000293,"udp","147.32.85.25","46760","<->","147.32.80.9","53","CON",0,0,2,208,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:02:21.922111",3e-04,"udp","147.32.84.59","39133","<->","147.32.80.9","53","CON",0,0,2,324,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:02.099188",1.615801,"tcp","147.32.85.88","49384","->","147.32.80.13","80","FSPA_FSPA",0,0,10,2497,1821,"flow=To-Background-CVUT-Proxy"
"2011/08/15 17:12:33.272263",0.003506,"udp","147.32.86.179","54854","<->","147.32.80.9","53","CON",0,0,2,290,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:52:07.251277",0.00012,"udp","147.32.85.25","52886","<->","147.32.80.9","53","CON",0,0,2,207,66,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:49:18.011166",0.001686,"udp","184.58.2.106","11652","<->","147.32.84.229","13363","CON",0,0,2,133,73,"flow=Background-UDP-Established"
"2011/08/15 16:52:51.934856",605.197998,"udp","85.130.8.181","54169","<->","147.32.84.229","13363","CON",0,0,4,488,364,"flow=Background-UDP-Established"
"2011/08/15 17:06:58.895393",11.406938,"tcp","147.32.85.7","54683","->","74.125.232.223","80","FSA_FSA",0,0,6,412,272,"flow=Background-TCP-Established"
"2011/08/15 17:01:34.357026",0.000292,"udp","147.32.84.138","49444","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:43:21.069087",4.122682,"tcp","209.85.149.95","443","<?>","147.32.84.59","53178","FPA_FRA",0,0,8,566,326,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:00:37.366562",0.000536,"udp","1.72.0.215","41273","<->","147.32.84.229","13363","CON",0,0,2,133,73,"flow=Background-UDP-Established"
"2011/08/15 17:04:57.954479",0.000555,"udp","83.250.24.168","50414","<->","147.32.84.229","13363","CON",0,0,2,250,188,"flow=Background-UDP-Established"
"2011/08/15 16:51:09.824965",8.930758,"tcp","147.32.84.118","2096","->","78.185.149.182","6881","S_",0,NA,3,186,186,"flow=Background-TCP-Attempt"
"2011/08/15 16:50:44.960603",0.142963,"tcp","147.32.84.59","4080","->","147.32.80.13","80","FSPA_FSPA",0,0,11,2616,1865,"flow=To-Background-CVUT-Proxy"
"2011/08/15 17:11:29.623227",0.000272,"udp","147.32.84.138","53745","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:24.229098",61.108719,"tcp","147.32.85.7","34009","->","206.33.58.254","80","FSPA_FSPA",0,0,17,5212,1061,"flow=Background-TCP-Established"
"2011/08/15 16:47:50.297508",0.000554,"udp","147.32.85.34","50965","<->","147.32.80.9","53","CON",0,0,2,326,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:02:22.495146",0.000446,"udp","166.250.0.99","17103","<->","147.32.84.229","13363","CON",0,0,2,144,77,"flow=Background-UDP-Established"
"2011/08/15 16:52:31.851847",0.000352,"udp","147.32.84.138","34689","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:05:42.058331",0.000275,"udp","147.32.84.59","39759","<->","147.32.80.9","53","CON",0,0,2,327,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:11:04.339670",0.205278,"tcp","147.32.86.20","1211","->","188.138.84.239","80","FSPA_FSPA",0,0,37,27633,1029,"flow=Background-TCP-Established"
"2011/08/15 17:04:49.392983",0.000315,"udp","147.32.85.7","38549","<->","147.32.80.9","53","CON",0,0,2,252,78,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:58:02.239279",0,"icmp","147.32.84.118","0x0303","->","178.124.108.212","0xe11a","URP",0,NA,1,173,173,"flow=Background"
"2011/08/15 17:05:44.138218",0.000215,"udp","147.32.84.138","37180","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:54:59.253928",0.000275,"udp","147.32.86.194","51447","<->","147.32.80.9","53","CON",0,0,2,260,75,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:54:11.002781",0,"tcp","147.32.86.50","56900","?>","147.32.110.2","993","RA_",0,NA,1,60,60,"flow=Background"
"2011/08/15 16:51:28.805543",915.574646,"udp","217.115.41.45","6285","<->","147.32.84.229","13363","CON",0,0,4,1345,1225,"flow=Background-UDP-Established"
"2011/08/15 16:45:27.988989",0.000301,"udp","147.32.84.138","46477","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:50:52.967033",0.000371,"udp","147.32.84.134","56265","<->","147.32.80.9","53","CON",0,0,2,346,80,"flow=From-Normal-V46-Jist"
"2011/08/15 16:48:54.698851",0.001958,"udp","147.32.84.134","39461","<->","147.32.80.9","53","CON",0,0,2,487,84,"flow=From-Normal-V46-Jist"
"2011/08/15 17:09:37.127974",0.000554,"udp","147.32.84.138","41896","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:47:23.523392",33.486874,"tcp","147.32.86.123","1956","->","195.113.180.206","80","FSPA_FSPA",0,0,45,33210,2944,"flow=Background-TCP-Established"
"2011/08/15 17:05:49.594967",0.000434,"udp","147.32.84.59","54069","<->","147.32.80.9","53","CON",0,0,2,237,78,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:58:59.395074",246.269623,"udp","147.32.84.229","13363","<->","95.34.120.96","61737","CON",0,0,6,405,222,"flow=Background-UDP-Established"
"2011/08/15 16:46:35.177608",0.020737,"udp","147.32.85.26","61125","<->","147.32.80.9","53","CON",0,0,2,303,71,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:52.091086",0.000215,"udp","147.32.84.138","51861","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:07:22.495043",0.008558,"udp","147.32.84.59","53550","<->","147.32.80.9","53","CON",0,0,2,526,75,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:08:14.839423",6.005687,"udp","147.32.84.229","13363","->","95.27.42.120","9290","INT",0,NA,3,222,222,"flow=Background-UDP-Attempt"
"2011/08/15 16:43:40.323131",0.000526,"udp","82.113.99.142","23264","<->","147.32.84.229","13363","CON",0,0,2,131,71,"flow=Background-UDP-Established"
"2011/08/15 16:44:08.407203",1217.321533,"udp","147.32.84.59","52996","<->","46.137.3.179","34033","CON",0,0,6,749,560,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:00:57.062474",0.000322,"udp","147.32.84.59","54620","<->","147.32.80.9","53","CON",0,0,2,263,77,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:55:42.087509",0.000541,"udp","89.215.131.24","26046","<->","147.32.84.229","13363","CON",0,0,2,136,76,"flow=Background-UDP-Established"
"2011/08/15 17:04:12.133956",0.000796,"udp","46.73.61.237","35594","->","147.32.84.118","1150","INT",0,NA,1,145,145,"flow=Background-UDP-Attempt"
"2011/08/15 16:51:40.428068",0.072471,"udp","147.32.84.170","46752","<->","147.32.80.9","53","CON",0,0,2,266,87,"flow=From-Normal-V46-Stribrek"
"2011/08/15 16:52:16.179080",1224.868774,"udp","91.203.140.62","25407","<->","147.32.84.229","13363","CON",0,0,4,515,367,"flow=Background-UDP-Established"
"2011/08/15 16:43:20.981418",904.669922,"tcp","147.32.84.59","60916","<?>","194.79.54.46","80","PA_RPA",0,0,1130,162421,88661,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:09:51.960045",0.00024,"udp","147.32.86.183","62744","<->","147.32.80.9","53","CON",0,0,2,269,75,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:49:50.519324",0.000258,"udp","147.32.85.34","55537","<->","147.32.80.9","53","CON",0,0,2,325,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:13:09.243947",0.000542,"udp","84.43.161.30","32392","<->","147.32.84.229","13363","CON",0,0,2,224,162,"flow=Background-UDP-Established"
"2011/08/15 16:43:30.837767",0.000704,"udp","78.61.156.231","52343","<->","147.32.84.229","13363","CON",0,0,2,656,82,"flow=Background-UDP-Established"
"2011/08/15 17:05:55.924185",0.000237,"udp","147.32.84.138","46850","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:04:50.017642",0.00025,"udp","147.32.84.59","38917","<->","147.32.80.9","53","CON",0,0,2,335,86,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:45:25.417444",12.597517,"tcp","147.32.86.123","1940","->","195.113.180.206","80","FSPA_FSPA",0,0,97,89704,3033,"flow=Background-TCP-Established"
"2011/08/15 16:55:44.905644",975.06604,"udp","195.113.44.39","427","->","239.255.255.253","427","INT",0,NA,7,721,721,"flow=Background-UDP-Attempt"
"2011/08/15 16:45:07.661150",1245.871826,"udp","147.32.84.229","13363","<->","217.162.77.46","53154","CON",0,0,8,1300,1238,"flow=Background-UDP-Established"
"2011/08/15 16:55:09.430629",148.937775,"udp","213.112.16.133","65519","<->","147.32.84.229","13363","CON",0,0,4,268,148,"flow=Background-UDP-Established"
"2011/08/15 17:00:01.620557",0.000548,"udp","217.66.28.225","38124","<->","147.32.84.229","13363","CON",0,0,2,139,79,"flow=Background-UDP-Established"
"2011/08/15 16:45:36.251614",0.001823,"udp","69.76.56.76","44466","<->","147.32.84.229","13363","CON",0,0,2,527,467,"flow=Background-UDP-Established"
"2011/08/15 17:08:19.433986",0.00024,"udp","147.32.86.192","57899","<->","147.32.80.9","53","CON",0,0,2,324,76,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:54:18.280450",0,"tcp","222.122.205.138","80","->","147.32.85.6","18026","SA_",0,NA,1,60,60,"flow=Background-TCP-Established"
"2011/08/15 17:00:19.370304",0.000534,"udp","64.53.171.74","63922","<->","147.32.84.229","13363","CON",0,0,2,135,75,"flow=Background-UDP-Established"
"2011/08/15 17:02:08.862941",0.000808,"udp","78.62.98.19","51617","<->","147.32.84.229","13363","CON",0,0,2,585,75,"flow=Background-UDP-Established"
"2011/08/15 17:00:08.500838",0.000466,"udp","110.175.143.54","1321","<->","147.32.84.229","13363","CON",0,0,2,136,76,"flow=Background-UDP-Established"
"2011/08/15 16:55:26.988566",0.000368,"udp","147.32.86.15","63723","<->","147.32.80.9","53","CON",0,0,2,360,89,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:52:44.640512",6.041169,"udp","147.32.84.229","13363","->","91.65.24.252","38950","INT",0,NA,3,228,228,"flow=Background-UDP-Attempt"
"2011/08/15 16:59:02.305238",0.000152,"udp","147.32.84.59","51206","<->","147.32.80.9","53","CON",0,0,2,216,73,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:50:49.668015",0.002754,"udp","189.156.202.205","15212","<->","147.32.84.229","443","CON",0,0,2,128,60,"flow=Background-UDP-Established"
"2011/08/15 16:44:49.959370",1560.205322,"udp","78.250.64.168","36867","<->","147.32.84.229","13363","CON",0,0,54,9095,4661,"flow=Background-UDP-Established"
"2011/08/15 17:11:08.999629",0.000702,"udp","93.116.14.120","45591","<->","147.32.84.229","13363","CON",0,0,2,563,74,"flow=Background-UDP-Established"
"2011/08/15 17:00:26.348446",0.003874,"udp","147.32.84.59","61558","<->","147.32.80.9","53","CON",0,0,2,261,73,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:51:11.641203",56.869938,"udp","77.213.195.89","21776","<->","147.32.84.229","13363","CON",0,0,4,257,137,"flow=Background-UDP-Established"
"2011/08/15 16:56:44.056606",0.000288,"udp","147.32.84.170","34387","<->","147.32.80.9","53","CON",0,0,2,400,74,"flow=From-Normal-V46-Stribrek"
"2011/08/15 16:56:49.144413",0.000237,"udp","147.32.84.138","37295","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:43:39.427795",0.000255,"udp","147.32.84.59","63570","<->","147.32.80.9","53","CON",0,0,2,224,86,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:04:49.694463",0.00023,"udp","147.32.85.7","41660","<->","147.32.80.9","53","CON",0,0,2,234,92,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:13:21.393611",0.000547,"udp","147.32.86.77","50228","<->","147.32.80.9","53","CON",0,0,2,613,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:59:49.122154",0.132546,"udp","147.32.84.229","13363","<->","128.210.75.161","14544","CON",0,0,2,137,77,"flow=Background-UDP-Established"
"2011/08/15 16:54:04.055451",0.000323,"udp","147.32.84.170","45774","<->","147.32.80.9","53","CON",0,0,2,400,74,"flow=From-Normal-V46-Stribrek"
"2011/08/15 16:56:27.395178",0.000664,"udp","83.132.14.24","24572","<->","147.32.84.229","13363","CON",0,0,2,579,86,"flow=Background-UDP-Established"
"2011/08/15 17:06:18.357387",0.288487,"udp","147.32.86.155","12093","<->","114.149.29.60","46830","CON",0,0,2,135,75,"flow=Background-UDP-Established"
"2011/08/15 17:00:57.858444",0.929542,"tcp","147.32.85.76","2058","->","74.52.16.50","80","FSPA_FSPA",0,0,17,9416,888,"flow=Background-TCP-Established"
"2011/08/15 17:03:17.600019",0.000169,"udp","147.32.84.138","51207","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:48:57.087232",0.01978,"tcp","147.32.85.74","35585","->","86.49.87.107","6889","S_RA",0,0,2,134,74,"flow=Background-TCP-Attempt"
"2011/08/15 16:51:16.062736",0.027944,"tcp","147.32.84.59","49487","->","83.240.44.159","80","S_",0,NA,1,78,78,"flow=Background-Attempt-cmpgw-CVUT"
"2011/08/15 16:46:58.911072",0.000345,"udp","147.32.84.7","57289","<->","147.32.80.9","53","CON",0,0,2,294,78,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:56:26.959168",0.000688,"udp","87.97.225.129","61505","<->","147.32.84.229","13363","CON",0,0,2,135,75,"flow=Background-UDP-Established"
"2011/08/15 16:56:54.108088",16.204662,"tcp","147.32.84.59","8861","->","147.32.80.7","80","FSPA_FSPA",0,0,10,1562,442,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:07:28.264244",0.000425,"udp","147.32.84.59","55999","<->","147.32.80.9","53","CON",0,0,2,220,73,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:33.128470",0.000519,"udp","93.82.151.119","3544","<->","147.32.84.229","13363","CON",0,0,2,120,60,"flow=Background-UDP-Established"
"2011/08/15 16:50:57.462901",0.03862,"tcp","147.32.84.13","40823","->","147.32.80.13","80","FSPA_FSPA",0,0,9,1803,1085,"flow=To-Background-CVUT-Proxy"
"2011/08/15 16:48:49.181108",611.662598,"udp","79.27.73.170","63352","<->","147.32.84.229","13363","CON",0,0,4,488,364,"flow=Background-UDP-Established"
"2011/08/15 17:08:44.960280",0.000192,"udp","147.32.84.138","57897","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:05:33.860704",15.142802,"tcp","146.227.1.15","59310","->","147.32.86.92","80","FSPA_FSPA",0,0,22,10226,1826,"flow=Background-TCP-Established"
"2011/08/15 17:07:42.390108",0.000152,"udp","147.32.84.138","47285","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:10:01.497143",0.000219,"udp","147.32.84.138","33107","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:53:16.172742",0.000208,"udp","147.32.84.138","33103","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:48:20.599294",0.000312,"udp","147.32.85.34","57351","<->","147.32.80.9","53","CON",0,0,2,326,86,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:01:22.151577",15.210829,"tcp","147.32.84.59","49626","->","193.149.47.98","80","FSA_FSA",0,0,6,366,246,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:43:24.420566",1799.731079,"tcp","62.245.66.71","1354","<?>","147.32.85.74","443","PA_PA",0,0,903,105812,53413,"flow=Background"
"2011/08/15 16:45:36.618393",7.27088,"tcp","147.32.84.59","7765","->","68.233.5.80","80","SRPA_FSPA",0,0,10,1246,857,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:56:53.210431",295.247803,"tcp","147.32.84.164","35942","->","74.125.232.204","80","FSPA_FSRPA",0,0,204,137343,67731,"flow=From-Normal-V46-Grill"
"2011/08/15 17:00:20.997198",0.000717,"udp","109.252.37.199","51386","<->","147.32.84.229","13363","CON",0,0,2,319,64,"flow=Background-UDP-Established"
"2011/08/15 17:01:32.210955",0.000325,"udp","147.32.84.138","49844","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:13:14.071273",0.175019,"udp","147.32.85.7","49430","<->","147.32.80.9","53","CON",0,0,2,463,78,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:52:32.974962",0.000417,"udp","147.32.86.20","56377","<->","147.32.80.9","53","CON",0,0,2,314,85,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:10:47.169201",54.43364,"tcp","147.32.84.59","54384","->","194.79.52.196","80","SPA_SPA",0,0,33,31664,4803,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:51:37.035235",0.00029,"udp","147.32.84.21","39933","<->","147.32.80.9","53","CON",0,0,2,226,87,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:02:12.515508",1.426728,"udp","109.242.152.126","58081","<->","147.32.84.229","13363","CON",0,0,4,481,147,"flow=Background-UDP-Established"
"2011/08/15 16:48:02.487529",0,"icmp","147.32.84.94","0x0303","->","147.32.80.13","0x26a2","URP",0,NA,1,94,94,"flow=To-Background-CVUT-Proxy"
"2011/08/15 16:49:38.339843",0.000241,"udp","147.32.85.25","55436","<->","147.32.80.9","53","CON",0,0,2,208,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:59:03.081847",0.020891,"udp","147.32.84.59","54216","<->","147.32.80.9","53","CON",0,0,2,229,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:09:34.071261",0.000218,"udp","147.32.84.138","60959","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:10:54.783526",0,"icmp","147.32.84.118","0x0303","->","91.201.224.7","0x7f04","URP",0,NA,1,173,173,"flow=Background"
"2011/08/15 17:06:32.457887",0.000267,"udp","147.32.84.59","47227","<->","147.32.80.9","53","CON",0,0,2,234,86,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:51:53.887902",0.000614,"udp","147.32.84.138","57893","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:50.813966",0.000379,"udp","147.32.84.138","34111","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:45:05.430073",0.000481,"udp","84.238.51.155","7544","<->","147.32.84.229","13363","CON",0,0,2,134,74,"flow=Background-UDP-Established"
"2011/08/15 17:01:39.694966",0.011358,"tcp","147.32.84.59","54672","->","217.31.58.184","80","FSPA_FSPA",0,0,10,1615,943,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:07:49.438255",0.000382,"udp","147.32.84.138","60587","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:58:45.424708",2.37581,"tcp","66.249.66.119","63893","->","147.32.84.188","80","FSPA_FSPA",0,0,12,3079,802,"flow=Background-TCP-Established"
"2011/08/15 16:50:42.373053",0.31677,"udp","147.32.84.229","13363","<->","140.121.146.216","51379","CON",0,0,2,144,83,"flow=Background-UDP-Established"
"2011/08/15 16:49:02.720849",0.01846,"udp","147.32.84.59","47543","<->","147.32.80.9","53","CON",0,0,2,263,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:19.651357",9.588516,"tcp","147.32.86.176","4720","->","88.86.103.82","80","FSRPA_SPA",0,0,1207,1625827,8749,"flow=Background-TCP-Established"
"2011/08/15 17:07:11.915502",0.000675,"udp","84.32.147.16","42854","<->","147.32.84.229","13363","CON",0,0,2,551,76,"flow=Background-UDP-Established"
"2011/08/15 16:58:46.574701",5e-04,"udp","58.0.64.88","52807","<->","147.32.84.229","13363","CON",0,0,2,131,71,"flow=Background-UDP-Established"
"2011/08/15 17:10:15.931245",0.000458,"udp","92.25.17.62","34682","<->","147.32.84.229","13363","CON",0,0,2,254,192,"flow=Background-UDP-Established"
"2011/08/15 16:58:55.694537",65.201477,"tcp","147.32.84.118","56501","->","195.113.232.91","80","FSPA_FSPA",0,0,20,12378,2128,"flow=Background-TCP-Established"
"2011/08/15 17:01:18.098433",0.070803,"udp","147.32.84.229","13363","<->","95.27.227.168","57247","CON",0,0,4,3034,60,"flow=Background-UDP-Established"
"2011/08/15 16:49:18.541267",0.344407,"udp","147.32.84.229","13363","<->","118.169.141.63","27325","CON",0,0,2,135,75,"flow=Background-UDP-Established"
"2011/08/15 16:51:44.585351",0.000196,"udp","147.32.84.138","54145","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:48:29.263817",0.000282,"udp","147.32.84.138","59114","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:59:02.225176",0.000331,"udp","147.32.84.19","32920","<->","147.32.80.9","53","CON",0,0,2,292,71,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:50:04.895493",0.005918,"udp","147.32.85.7","49713","<->","147.32.80.9","53","CON",0,0,2,284,72,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:46:03.103000",6.029844,"udp","147.32.84.229","13363","->","76.171.169.80","5649","INT",0,NA,3,207,207,"flow=Background-UDP-Attempt"
"2011/08/15 17:01:33.520011",12.508826,"tcp","147.32.84.59","52295","->","194.228.44.198","80","SRPA_FSPA",0,0,28,22987,1211,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 17:12:49.666451",0.000267,"udp","147.32.84.138","44828","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:07:14.337143",148.614334,"udp","147.32.84.229","13363","<->","200.144.94.97","40280","CON",0,0,4,687,135,"flow=Background-UDP-Established"
"2011/08/15 16:49:47.212114",19.914267,"tcp","147.32.84.59","49948","->","74.113.233.128","80","FSA_FSA",0,0,7,432,246,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:57:40.642675",8.4e-05,"udp","147.32.85.25","37290","<->","147.32.80.9","53","CON",0,0,2,207,66,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:09:24.236804",0.000559,"udp","78.0.156.34","22804","<->","147.32.84.229","13363","CON",0,0,2,134,74,"flow=Background-UDP-Established"
"2011/08/15 16:46:45.856808",919.186462,"udp","147.32.84.168","26350","<->","94.156.65.254","43874","CON",0,0,6,1198,853,"flow=Background-UDP-Established"
"2011/08/15 17:04:50.444022",0.057487,"tcp","147.32.85.7","53290","->","95.172.94.27","80","FSPA_FSPA",0,0,7,1543,1152,"flow=Background-TCP-Established"
"2011/08/15 16:43:35.871849",0.016045,"udp","147.32.85.26","60764","<->","147.32.65.34","44134","CON",0,0,2,241,179,"flow=Background-UDP-Established"
"2011/08/15 17:01:21.059618",23.094549,"tcp","147.32.84.59","54178","->","68.232.35.119","80","SRPA_FSPA",0,0,20,5128,3250,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:59:50.424783",0.643375,"tcp","78.45.122.46","45233","->","147.32.84.229","13363","FSPA_FSPA",0,0,20,2022,897,"flow=Background-TCP-Established"
"2011/08/15 16:51:51.989494",0.006472,"udp","93.157.47.4","18643","<->","147.32.87.238","39371","CON",0,0,2,128,60,"flow=Background-UDP-Established"
"2011/08/15 17:09:39.622009",0.000217,"udp","147.32.84.138","53460","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 17:02:25.993077",0.000191,"udp","147.32.84.138","45045","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:47:50.681621",0.000245,"udp","147.32.85.25","57614","<->","147.32.80.9","53","CON",0,0,2,208,79,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:52:24.714517",0.000178,"udp","147.32.84.138","36300","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:44:05.763443",763.703918,"udp","213.226.63.157","48181","<->","147.32.84.229","13363","CON",0,0,4,504,358,"flow=Background-UDP-Established"
"2011/08/15 16:43:30.493172",1493.5354,"udp","147.32.85.26","60764","<->","69.244.168.242","51719","CON",0,0,4,263,143,"flow=Background-UDP-Established"
"2011/08/15 17:07:53.175104",0.000185,"udp","147.32.84.138","52104","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:58:57.863200",0.000597,"udp","147.32.85.25","49349","<->","147.32.80.9","53","CON",0,0,2,534,74,"flow=To-Background-UDP-CVUT-DNS-Server"
"2011/08/15 16:53:43.781418",0.908517,"tcp","147.32.84.59","8763","->","216.34.181.91","80","FSPA_FSPA",0,0,20,12649,1159,"flow=Background-Established-cmpgw-CVUT"
"2011/08/15 16:51:14.297428",11.617983,"tcp","147.32.86.187","54090","->","91.198.174.233","80","FSPA_FSRPA",0,0,20,11635,1029,"flow=Background-TCP-Established"
"2011/08/15 17:07:53.326099",0.000427,"udp","184.183.7.199","64078","<->","147.32.84.229","13363","CON",0,0,2,135,75,"flow=Background-UDP-Established"
"2011/08/15 17:01:41.139375",0.00024,"udp","147.32.84.138","59638","<->","147.32.80.9","53","CON",0,0,2,214,81,"flow=To-Background-UDP-CVUT-DNS-Server"
